qty,standard
50,132.95
100,134.32
250,153.96
500,161.59
1000,177.66
2500,214.39
5000,283.01
7500,306.45
10000,381.53
12500,444.9
15000,516.21
20000,711.59
25000,856.56
30000,983.32
35000,1118.01
40000,1323.67
45000,1458.36
50000,1593.05
60000,2137.22
70000,2436.2
80000,2813.96
90000,3104.13
100000,3481.89
