qty,standard
50,251.11
100,258.87
250,313.65
500,356.79
1000,461.22
2500,720.2
5000,1177.71
7500,1419.07
10000,1916.1
12500,2300.79
15000,2746.16
20000,3644.85
25000,4472.56
30000,5363.31
35000,6191.01
40000,7089.7
45000,7978.1
50000,8808.16
60000,12561.91
70000,14197.24
80000,16153.26
90000,18010.76
100000,19758.49
