qty,standard
50,209.06
100,214.55
250,256.83
500,287.33
1000,365.13
2500,541.91
5000,880.35
7500,1001.76
10000,1380.26
12500,1649.64
15000,1982.05
20000,2591.78
25000,3193.56
30000,3795.36
35000,4397.15
40000,5006.88
45000,5608.66
50000,6279.09
60000,8316.6
70000,9661.27
80000,11325.08
90000,13120.56
100000,14289.61
