qty,standard
50,208.35
100,213.14
250,252.9
500,279.46
1000,349.4
2500,504.85
5000,733.03
7500,915.13
10000,1181.44
12500,1483.89
15000,1723.28
20000,2265.11
25000,2799.02
30000,3340.86
35000,3882.7
40000,4424.54
45000,4966.37
50000,5508.21
60000,7307.7
70000,8499.05
80000,9701.84
90000,11238.25
100000,12900.64
