qty,standard
50,143.34
100,145.27
250,168
500,178.75
1000,201.41
2500,268.74
5000,360.43
7500,388.9
10000,501
12500,590.34
15000,748.29
20000,945.17
25000,1131.76
30000,1389.34
35000,1575.94
40000,1831.15
45000,2028.04
50000,2214.64
60000,2951.15
70000,3452.95
80000,3945.94
90000,4360.14
100000,4861.93
