qty,standard
50,141.6
100,142.86
250,162.99
500,170.06
1000,185.34
2500,220.01
5000,285.73
7500,299.11
10000,379.54
12500,440.65
15000,501.77
20000,631.94
25000,822.79
30000,955.31
35000,1085.48
40000,1207.7
45000,1337.87
50000,1528.73
60000,1988.3
70000,2268.43
80000,2636.15
90000,2916.29
100000,3275.2
