qty,standard
50,140.49
100,142.05
250,163.17
500,171.85
1000,190.28
2500,233.41
5000,311.66
7500,339.8
10000,425.75
12500,506.68
15000,579.66
20000,804.56
25000,958.46
30000,1112.38
35000,1326.99
40000,1491.19
45000,1645.1
50000,1859.7
60000,2408.49
70000,2828.93
80000,3170.58
90000,3591.01
100000,4000.04
