qty,standard
50,143.21
100,145.15
250,167.74
500,178.49
1000,201.73
2500,259.09
5000,358.44
7500,398.57
10000,506.69
12500,607.59
15000,700.55
20000,952.3
25000,1146.16
30000,1340.02
35000,1591.77
40000,1785.64
45000,1979.5
50000,2231.25
60000,2906.8
70000,3401.39
80000,3895.97
90000,4326.3
100000,4820.89
