qty,standard
50,132.77
100,133.96
250,152.98
500,159.61
1000,173.73
2500,205.12
5000,265.84
7500,277.15
10000,351.55
12500,407.44
15000,463.31
20000,583.01
25000,763.4
30000,893.39
35000,1005.15
40000,1124.85
45000,1305.24
50000,1427.3
60000,1850
70000,2185.69
80000,2451.4
90000,2787.08
100000,3043.98
