qty,standard
50,183.39
100,184.59
250,209.1
500,215.78
1000,230.61
2500,262.15
5000,312.14
7500,330.52
10000,403.46
12500,471.77
15000,532.15
20000,652.9
25000,781.59
30000,902.34
35000,1091.71
40000,1222.75
45000,1351.44
50000,1472.19
60000,1910.84
70000,2266.46
80000,2543.31
90000,2820.16
100000,3175.79
