qty,standard
50,243.46
100,246.67
250,284.9
500,302.7
1000,341.48
2500,450.13
5000,604.8
7500,666.11
10000,916
12500,1082.17
15000,1245.99
20000,1634.3
25000,1964.29
30000,2362.89
35000,2690.52
40000,3081.19
45000,3408.82
50000,3807.43
60000,5023.26
70000,5820.51
80000,6617.76
90000,7423.81
100000,8221.05
