qty,standard
50,267.04
100,270.95
250,314.2
500,335.89
1000,383.13
2500,514.61
5000,703.52
7500,781.89
10000,1080.47
12500,1278.29
15000,1476.11
20000,1942.74
25000,2409.36
30000,2805
35000,3271.62
40000,3738.24
45000,4133.89
50000,4600.51
60000,6063.29
70000,7099.11
80000,8056.14
90000,9013.16
100000,10048.98
