qty,standard
50,399.69
100,408.5
250,483.39
500,532.33
1000,651.42
2500,946.67
5000,1460.54
7500,1718.18
10000,2290.22
12500,2738.55
15000,3247.56
20000,4273.54
25000,5228.53
30000,6246.56
35000,7201.55
40000,8227.52
45000,9243.2
50000,10200.54
60000,14389.87
70000,16307.74
80000,18546.31
90000,20686.35
100000,22716.62
