qty,standard
50,267.54
100,271.95
250,316.99
500,341.45
1000,394.25
2500,550.62
5000,761.19
7500,909.26
10000,1173.2
12500,1392.21
15000,1682.21
20000,2188.88
25000,2637.2
30000,3146.22
35000,3663.17
40000,4172.19
45000,4678.85
50000,5127.18
60000,6820.74
70000,7880.69
80000,9019.41
90000,10146.72
100000,11209.29
