qty,standard
50,224.39
100,227.35
250,262.64
500,279.11
1000,314.66
2500,414.66
5000,556.19
7500,612.02
10000,846.11
12500,998.55
15000,1148.62
20000,1509.47
25000,1811.99
30000,2172.84
35000,2475.35
40000,2846.49
45000,3138.71
50000,3509.85
60000,4632
70000,5368.26
80000,6113.34
90000,6849.6
100000,7585.87
