qty,standard
50,197.7
100,199.27
250,226.64
500,235.35
1000,254.74
2500,298.59
5000,378.89
7500,394.53
10000,496.32
12500,575.18
15000,654.04
20000,819.69
25000,1046.03
30000,1214.03
35000,1379.68
40000,1537.4
45000,1703.04
50000,1929.39
60000,2511.75
70000,2870.65
80000,3317.15
90000,3676.05
100000,4113.74
