qty,standard
50,241.59
100,244.64
250,281.96
500,298.89
1000,336.55
2500,442.27
5000,593.6
7500,718.51
10000,923.97
12500,1162.8
15000,1351.22
20000,1699.56
25000,2118.87
30000,2475.14
35000,2894.46
40000,3242.79
45000,3659.75
50000,4018.38
60000,5320.84
70000,6181.66
80000,7033.69
90000,7894.51
100000,8755.34
