qty,standard
50,196.41
100,198.45
250,227.41
500,238.71
1000,263.1
2500,320.2
5000,420.15
7500,454.6
10000,569.41
12500,674.81
15000,840.91
20000,1054.07
25000,1256.95
30000,1520.51
35000,1733.68
40000,1936.55
45000,2210.41
50000,2413.29
60000,3207.78
70000,3734.29
80000,4196.05
90000,4725.18
100000,5254.3
