qty,standard
50,203.43
100,205.14
250,233.65
500,243.19
1000,264.39
2500,313.16
5000,400.86
7500,420.14
10000,530.29
12500,616.54
15000,702.8
20000,883.23
25000,1124.35
30000,1315.08
35000,1487.58
40000,1668.01
45000,1909.14
50000,2091.93
60000,2722.37
70000,3192.88
80000,3584.6
90000,4063.91
100000,4455.64
