qty,standard
50,182.11
100,183.67
250,209.41
500,218.06
1000,236.72
2500,278.4
5000,355.24
7500,378.01
10000,467.06
12500,541.69
15000,624.25
20000,842.12
25000,1009.6
30000,1158.85
35000,1316.04
40000,1544.2
45000,1701.39
50000,1858.57
60000,2481.88
70000,2830.8
80000,3258.5
90000,3598.61
100000,4026.32
