qty,standard
50,212.76
100,215.85
250,250.29
500,267.47
1000,304.56
2500,409.68
5000,558.58
7500,619.92
10000,847.34
12500,1005.9
15000,1162.1
20000,1532.38
25000,1836.84
30000,2207.12
35000,2519.51
40000,2889.8
45000,3194.26
50000,3564.55
60000,4705.35
70000,5454.25
80000,6211.96
90000,6960.86
100000,7709.76
