qty,standard
50,239.81
100,243.31
250,282.16
500,301.61
1000,343.99
2500,461.93
5000,631.37
7500,779.71
10000,1077.57
12500,1274.75
15000,1471.94
20000,1937.28
25000,2402.62
30000,2796.99
35000,3262.33
40000,3727.67
45000,4122.04
50000,4587.38
60000,6045.89
70000,7078.86
80000,8033.05
90000,8987.24
100000,10020.21
