qty,standard
50,196.19
100,197.99
250,226.14
500,236.15
1000,257.96
2500,308.1
5000,397.72
7500,426.31
10000,530.25
12500,625.87
15000,713.55
20000,967.84
25000,1151.13
30000,1334.43
35000,1578.41
40000,1772.01
45000,1955.3
50000,2199.3
60000,2850.65
70000,3336.31
80000,3743.2
90000,4228.87
100000,4703.12
