qty,standard
50,151.7
100,152.24
250,171.11
500,174.13
1000,180.64
2500,189.51
5000,205.4
7500,197.59
10000,241.49
12500,267.53
15000,293.58
20000,353.6
25000,405.7
30000,457.79
35000,509.89
40000,569.91
45000,622
50000,674.09
60000,940.12
70000,1067.18
80000,1191.61
90000,1307.25
100000,1431.7
