qty,standard
50,225.69
100,227.97
250,260.93
500,273.64
1000,301.9
2500,369.85
5000,486.35
7500,527.35
10000,662.4
12500,785.34
15000,900.34
20000,1209.25
25000,1447.19
30000,1685.11
35000,1983.74
40000,2231.96
45000,2469.9
50000,2768.53
60000,3603.59
70000,4210.54
80000,4738.7
90000,5345.66
100000,5952.61
