qty,standard
50,245.19
100,247.98
250,284.83
500,300.31
1000,334.78
2500,432.24
5000,570.34
7500,614.59
10000,786.09
12500,926.27
15000,1135.09
20000,1433.69
25000,1722.01
30000,2081.3
35000,2369.62
40000,2726.56
45000,3025.16
50000,3313.49
60000,4396.44
70000,5115.23
80000,5831.4
90000,6482.82
100000,7201.61
