qty,standard
50,321.56
100,327.09
250,381.97
500,412.64
1000,492.94
2500,673.52
5000,940.91
7500,1133.26
10000,1452.87
12500,1800.31
15000,2084.71
20000,2716.54
25000,3340.45
30000,3972.29
35000,4604.11
40000,5235.95
45000,5867.79
50000,6499.63
60000,8607.85
70000,9998.99
80000,11401.55
90000,13137.74
100000,14999.91
