qty,standard
50,202.14
100,204.36
250,234.62
500,246.98
1000,273.65
2500,349.64
5000,455.21
7500,485.24
10000,618.28
12500,724.89
15000,900.12
20000,1131.56
25000,1352.71
30000,1644.85
35000,1873.93
40000,2155.77
45000,2387.21
50000,2608.36
60000,3464.86
70000,4043.36
80000,4613.06
90000,5180.14
100000,5682.47
