qty,standard
50,268.87
100,272.27
250,313.84
500,332.71
1000,374.69
2500,492.55
5000,661.27
7500,720.51
10000,926.61
12500,1166.01
15000,1355.01
20000,1704.5
25000,2124.96
30000,2482.39
35000,2902.85
40000,3252.34
45000,3670.45
50000,4030.22
60000,5336.54
70000,6199.91
80000,7063.29
90000,7917.86
100000,8781.24
