qty,standard
50,224.05
100,226.67
250,260.76
500,275.36
1000,307.18
2500,397.02
5000,523.48
7500,563.12
10000,720.39
12500,916.89
15000,1055.04
20000,1326.65
25000,1661.3
30000,1924.98
35000,2257.28
40000,2531.24
45000,2863.54
50000,3137.5
60000,4146.55
70000,4819.45
80000,5480.92
90000,6153.81
100000,6750.54
