qty,standard
50,201.89
100,203.85
250,233.21
500,244.17
1000,268.03
2500,323.69
5000,421.59
7500,454.3
10000,567.52
12500,671.36
15000,835.89
20000,1037.99
25000,1237.72
30000,1506.09
35000,1708.18
40000,1907.91
45000,2176.28
50000,2378.38
60000,3159.46
70000,3605.45
80000,4127.62
90000,4647.16
100000,5093.16
