qty,standard
50,398.69
100,406.5
250,477.84
500,521.21
1000,629.18
2500,884.45
5000,1354.3
7500,1519.62
10000,2044.09
12500,2510.7
15000,2906.35
20000,3839.59
25000,4701.85
30000,5564.11
35000,6497.36
40000,7359.63
45000,8221.89
50000,9155.14
60000,12075.53
70000,14946.6
80000,16676.25
90000,18712.06
100000,20649.36
