qty,standard
50,214.06
100,216.45
250,248.45
500,261.71
1000,291.19
2500,363.43
5000,486.06
7500,531.88
10000,672.05
12500,799.94
15000,919.89
20000,1225.61
25000,1473.45
30000,1721.29
35000,2027.01
40000,2274.85
45000,2522.68
50000,2828.41
60000,3689.41
70000,4303.81
80000,4918.21
90000,5468.35
100000,6082.75
